word_french,translate_word_english,translate_word_german,pos,length,syllables,frequency_films,frequency_books,humans_yes,humans_no,humans_n,human_difficulty,nonhumans_yes,nonhumans_no,nonhumans_n,nonhuman_difficulty,category,concrete_mean,concrete_sd,concrete_n,concrete_difficulty,familiar_mean,familiar_sd,familiar_n,familiar_difficulty,intensity_mean,intensity_sd,intensity_n,intensity_difficulty,temporal_stability_mean,temporal_stability_sd,temporal_stability_n,temporal_stability_difficulty,valence_mean,valence_sd,valence_n,valence_difficulty,visibility_mean,visibility_sd,visibility_n,visibility_difficulty
sensé,sensible,vernünftig,ADJ,5,2,6.47,1.28,20,0,20,0,9,11,20,1,preferentially human,2.9,1.48,20,0,5.84,1.34,19,0,3.3,1.45,20,0,5.37,0.96,19,0,5.21,0.98,19,1,2.28,1.32,18,1
sensible,sensitive,empfindlich,ADJ,8,2,21.11,30.88,20,0,20,0,12,8,20,2,preferentially human,4.3,1.89,20,0,6,0.94,19,0,3.7,1.42,20,0,5,1.12,20,0,4.74,1.05,19,0,2.9,1.45,20,0
sentencieux,sententious,schulmeisterlich,ADJ,11,3,0.05,1.96,14,6,20,4,7,13,20,2,preferentially human,2.88,1.73,17,2,3.05,1.81,19,2,4.47,1.5,19,3,4.12,1.41,17,5,2.84,0.9,19,3,2.21,1.25,14,6
sentimental,sentimental,gefühlsbetont,ADJ,11,4,4.4,6.01,20,0,20,0,8,12,20,0,preferentially human,4,1.62,20,1,5.75,1.59,20,0,3.65,1.09,20,0,5.16,0.96,19,0,4.95,0.62,19,0,2.95,1.79,20,1
serein,serene,heiter,ADJ,6,2,3.38,3.72,20,0,20,0,5,15,20,1,preferentially human,2.85,1.46,20,0,5.7,1.22,20,0,3.05,1.23,20,0,3.85,1.27,20,0,5.85,0.49,20,0,4.15,1.31,20,0
sérieux,serious,ernst,ADJ,7,2,80.99,42.84,20,0,20,0,7,13,20,0,preferentially human,3.1,1.65,20,1,6.25,1.07,20,0,3.3,1.42,20,0,5.2,0.95,20,0,5.15,0.93,20,0,4.15,1.84,20,0
serviable,helpful,hilfsbereit,ADJ,9,2,1.48,2.03,20,0,20,0,2,18,20,0,uniquely human,3.4,1.7,20,1,5.26,1.41,19,0,3.11,0.88,19,0,5.15,1.09,20,0,6.05,0.78,19,2,3.15,1.39,20,0
servile,servile,unterwürfig,ADJ,7,2,0.89,2.77,16,3,19,3,8,12,20,3,preferentially human,3,1.24,18,1,2.88,1.93,17,4,4.68,1.16,19,4,4.75,0.77,16,3,3.11,0.9,18,1,2.89,1.64,18,0
sidéré,flabbergasted,erstaunt,ADJ,6,3,0.04,0.54,19,1,20,0,0,20,20,0,uniquely human,3.3,1.66,20,1,4.55,1.73,20,0,5.68,0.67,19,1,2.95,1.28,20,0,2.84,0.83,19,0,3.65,1.63,20,0
sincère,sincere,aufrichtig,ADJ,7,2,15.2,18.65,20,0,20,0,2,18,20,0,uniquely human,3.1,1.48,20,1,6.3,0.98,20,0,3.8,1.4,20,0,4.8,1.24,20,0,6.2,0.7,20,0,2.85,1.76,20,0
sobre,sober,nüchtern,ADJ,5,1,5.8,3.24,20,0,20,0,8,12,20,1,preferentially human,3.55,1.76,20,0,5.95,1.32,20,0,2.65,1.27,20,0,4,1.56,20,0,4.8,1.47,20,0,4.6,1.31,20,0
sociable,sociable,gesellig,ADJ,8,2,1.79,0.54,20,0,20,0,1,19,20,1,uniquely human,3.45,1.73,20,0,6.05,1.05,20,0,3.65,1.42,20,0,5.6,0.99,20,0,6.3,0.66,20,0,3.55,1.64,20,0
soigneux,meticulous,sorgfältig,ADJ,8,2,0.56,2.3,20,0,20,0,4,16,20,0,preferentially human,3.7,1.72,20,0,5.47,1.39,19,0,3.35,1.46,20,0,4.89,1.1,19,0,5.74,0.81,19,0,3.55,1.76,20,1
solitaire,solitary,zurückgezogen,ADJ,9,3,11.04,20.88,20,0,20,0,7,13,20,0,preferentially human,3.4,1.7,20,0,5.55,1.39,20,0,3.75,1.68,20,1,4.45,1.57,20,0,2.74,0.73,19,0,3.7,1.95,20,1
somptueux,sumptuous,prunkvoll,ADJ,9,2,2.2,7.43,6,14,20,0,20,0,20,0,preferentially non-human,4.55,1.93,20,0,4.65,1.9,20,1,5.1,1.45,20,0,5.25,1.21,20,0,6.11,0.94,19,1,5.3,1.13,20,2
songeur,pensive,nachdenklich,ADJ,7,2,0.25,3.45,20,0,20,0,1,19,20,0,uniquely human,3.3,1.69,20,0,5.05,1.82,20,0,3.35,1.35,20,0,3.15,1.27,20,1,4.05,1.13,19,1,4.2,1.54,20,0
sordide,sordid,verwahrlost/niederträchtig,ADJ,7,2,4.39,7.57,7,13,20,2,15,5,20,0,preferentially non-human,3.6,1.43,20,1,4.25,1.77,20,0,5.45,1.05,20,0,4.6,1.31,20,0,2.1,0.79,20,0,4.25,1.48,20,0
sot,stupid,dumm,ADJ,3,1,2.28,2.57,19,1,20,0,5,15,20,1,preferentially human,2.74,1.24,19,0,4.55,2.16,20,0,4.15,1.23,20,0,4.55,1.39,20,1,3.15,0.81,20,0,3.4,2.01,20,0
soucieux,concerned,besorgt,ADJ,8,2,1.79,12.84,20,0,20,0,2,18,20,0,uniquely human,3.2,1.94,20,0,5.4,1.57,20,0,3.55,1.23,20,0,3.9,1.37,20,0,3.6,1.67,20,0,3.7,1.3,20,0
souffrant,suffering,leidend,ADJ,9,2,2.88,1.96,20,0,20,0,5,15,20,1,preferentially human,3.75,1.8,20,0,5.63,1.26,19,1,5.05,1.32,20,0,3.32,0.75,19,0,2,0.97,20,0,4.65,1.31,20,2
soûl,drunk,besoffen,ADJ,4,1,10.22,2.03,18,1,19,1,1,19,20,0,uniquely human,4.53,1.68,19,1,5.65,1.39,20,0,4.3,1.81,20,0,2.55,1.1,20,1,2.75,1.12,20,1,5.55,1.47,20,0
soumis,submissive,fügsam,PPADJ,6,2,0.5,3.38,20,0,20,0,5,15,20,1,preferentially human,3,1.65,20,0,5.47,1.39,19,0,5,1.15,19,0,5.05,1.18,19,0,1.95,0.85,19,0,3.2,1.74,20,0
soupçonneux,suspicious,argwöhnisch,ADJ,11,3,0.95,4.93,20,0,20,0,3,17,20,0,preferentially human,3.05,1.54,20,1,4.55,1.7,20,0,4.4,1.27,20,0,3.75,1.07,20,0,2.65,0.75,20,0,3.25,1.71,20,0
soupirant,sighing,seufzend,ADJ,9,3,missing,entry,17,3,20,1,2,18,20,0,preferentially human,3.26,0.81,19,0,4.65,1.73,20,0,3.7,1.03,20,1,3.1,1.37,20,1,2.95,0.78,19,1,3.9,1.77,20,1
sourcilleux,pernickety,kleinlich,ADJ,11,3,0.01,1.15,14,6,20,3,4,16,20,4,preferentially human,3.4,1.82,20,0,3.58,2.19,19,0,3.7,1.03,20,4,4.33,1.61,18,3,3.24,0.66,17,1,4.7,1.95,20,0
souriant,smiling,lächelnd,ADJ,8,2,2.22,9.46,20,0,20,0,4,16,20,1,preferentially human,4.4,1.79,20,0,6.25,1.07,20,0,3.5,1.5,20,0,3.45,1.57,20,0,6.45,0.69,20,0,5.95,1.28,20,0
sournois,cunning,hinterhältig,ADJ,8,2,1.87,8.92,19,1,20,0,5,15,20,0,preferentially human,3.58,1.46,19,0,4.45,1.7,20,0,4.89,1.05,19,1,4.9,1.21,20,0,2.05,0.94,20,1,2.45,1.1,20,1
souterrain,underground,unterirdisch,ADJ,10,3,2.63,4.86,0,20,20,0,17,3,20,0,preferentially non-human,3.6,1.54,20,1,4.5,2.09,20,0,3.5,1.5,20,2,5.55,1.54,20,1,3.89,0.81,19,1,6.26,0.99,19,0
soyeux,silky,seidig,ADJ,6,2,0.47,7.16,7,13,20,0,19,1,20,0,preferentially non-human,5,1.11,19,0,4.35,2.01,20,2,3.65,1.5,20,0,4.8,1.24,20,0,5.47,0.9,19,1,4.7,1.69,20,1
spacieux,spacious,geräumig,ADJ,8,2,1.12,2.09,0,20,20,0,20,0,20,0,uniquely non-human,3.85,1.84,20,0,4.7,1.66,20,0,3.8,1.47,20,1,5.7,1.17,20,0,5.11,0.88,19,1,5.8,1.24,20,0
spongieux,spongy,schwammig,ADJ,9,2,0.16,2.09,0,20,20,0,19,1,20,0,uniquely non-human,4.45,1.64,20,1,3.6,1.93,20,0,3.8,1.58,20,2,5.5,1.32,20,2,3.55,1.05,20,1,4.42,1.61,19,0
spontané,spontaneous,spontan,ADJ,8,3,2.02,2.77,20,0,20,0,6,14,20,1,preferentially human,3.2,1.77,20,0,6.37,0.9,19,0,4,1.26,20,0,4.7,1.59,20,0,5.84,0.69,19,0,3.65,1.53,20,0
sportif,sporty,sportlich,ADJ,7,2,4.58,3.45,20,0,20,0,7,13,20,0,preferentially human,4.5,1.88,20,0,5.89,1.52,19,0,3.8,1.36,20,0,5.45,1.1,20,0,5.79,0.79,19,0,4.8,1.54,20,0
squelettique,skeletal,spindeldürr,ADJ,12,3,0.29,2.09,20,0,20,0,14,6,20,2,preferentially human,4.75,1.65,20,0,5.1,1.74,20,0,5.74,0.93,19,0,5.15,1.27,20,1,2.3,0.8,20,0,5.89,1.2,19,0
stupéfait,amazed,erstaunt,ADJ,9,3,1.43,8.24,20,0,20,0,0,20,20,1,uniquely human,3.8,1.99,20,0,5.2,1.77,20,0,5.15,0.75,20,1,2.75,1.29,20,0,3.25,1.07,20,0,4,1.49,20,0
stupide,stupid,dumm,ADJ,7,2,60.06,21.76,20,0,20,0,5,15,20,1,preferentially human,2.85,1.18,20,2,5.35,1.76,20,0,4.6,1.23,20,0,4.5,1.61,20,1,1.63,0.6,19,0,3,1.84,20,1
subtil,subtle,subtil,ADJ,6,2,4.54,10.88,19,1,20,0,14,6,20,1,preferentially human,3.65,1.66,20,0,5.05,1.79,20,0,4,1.3,20,0,4.3,1.3,20,0,5.1,1.02,20,0,2.85,1.63,20,0
succulent,succulent,köstlich,ADJ,9,3,0.71,1.15,3,17,20,0,18,2,20,0,uniquely non-human,5.3,1.56,20,0,5.26,1.33,19,1,5.68,1.11,19,0,4.3,1.26,20,0,6.3,0.66,20,0,3.65,1.84,20,1
sucré,sweet,süss/gezuckert,ADJ,5,2,2.19,4.39,1,18,19,2,20,0,20,0,uniquely non-human,5.95,1.22,19,0,6.37,0.9,19,0,2.84,1.26,19,0,5.65,1.18,20,1,5.3,0.8,20,0,3.15,2.03,20,0
suffisant,sufficient,ausreichend,ADJ,9,3,12.95,10,14,6,20,0,14,6,20,1,both,2.55,1.43,20,1,5.35,1.79,20,0,3.5,1.43,20,1,4.05,1.5,20,2,3.75,1.33,20,0,3,1.81,20,5
superficiel,superficial,oberflächlich,ADJ,11,4,2.12,1.96,20,0,20,0,18,2,20,1,both,3.8,1.74,20,0,5.55,1.85,20,0,4.95,1.23,20,0,4.9,1.59,20,0,2.42,0.61,19,0,4.1,1.83,20,1
superstitieux,superstitious,abergläubisch,ADJ,13,4,2.08,1.96,20,0,20,0,1,19,20,1,uniquely human,2.95,1.28,20,3,5.2,1.79,20,0,4.25,1.25,20,1,5.6,1.23,20,0,3.2,1.15,20,2,2.65,1.39,20,0
suppliant,begging,flehend,ADJ,9,3,0.2,2.77,17,3,20,0,2,18,20,1,preferentially human,2.74,1.33,19,1,4.35,1.81,20,0,4.85,1.39,20,0,2.9,1.07,20,0,2.63,0.68,19,0,4.15,1.66,20,0
surdoué,gifted,hochbegabt,ADJ,7,2,0.23,0.2,20,0,20,0,0,20,20,0,uniquely human,3.55,1.36,20,1,4.8,2.04,20,0,5.15,1.76,20,0,6.32,0.67,19,0,5.4,1.31,20,0,2.55,1.82,20,1
surexcité,overexcited,übererregt,PPADJ,9,4,missing,entry,20,0,20,0,1,19,20,0,uniquely human,4.55,1.79,20,0,5.74,1.24,19,0,6,0.97,20,0,2.5,1.15,20,0,3.65,1.23,20,1,5.2,1.4,20,0
surgelé,frozen,tiefgefroren,PPADJ,7,3,0.12,0.07,1,18,19,1,18,2,20,0,uniquely non-human,4.8,1.7,20,0,5.2,1.91,20,1,4.15,1.69,20,3,3.75,1.55,20,1,3.47,0.77,19,1,5.74,1.24,19,0
surpris,surprised,überrascht,PPADJ,7,2,6.12,13.78,19,1,20,0,1,19,20,0,uniquely human,4,1.59,20,0,5.15,1.57,20,0,4.2,1.2,20,0,1.79,0.85,19,0,3.5,1.05,20,1,4.45,1.61,20,0
suspicieux,suspicious,misstrauisch,ADJ,10,3,0.65,0.54,20,0,20,0,3,17,20,0,preferentially human,2.68,1.53,19,1,4.35,1.87,20,0,4.37,0.96,19,0,4.3,1.42,20,0,3.3,1.08,20,0,3.1,1.29,20,1
svelte,slender,schlank,ADJ,6,1,0.39,2.43,20,0,20,0,14,6,20,1,preferentially human,4.15,1.81,20,0,4.61,1.85,18,1,3.75,1.45,20,0,5.21,0.79,19,0,5.1,1.33,20,0,5.5,1.43,20,0
sympathique,sympathetic,sympathisch,ADJ,11,3,12.79,13.11,20,0,20,0,10,10,20,1,preferentially human,3.75,1.86,20,0,6,1.21,20,0,3.25,1.16,20,0,5.35,1.04,20,0,6.1,0.91,20,1,4.2,1.28,20,0
synthétique,synthetic,synthetisch,ADJ,11,3,1.58,1.96,1,19,20,0,18,2,20,0,uniquely non-human,4.3,1.78,20,0,5.15,1.69,20,0,3.5,1.28,20,2,5.95,0.91,19,1,4.25,1.02,20,1,3.7,2.11,20,0
taciturne,taciturn,wortkarg,ADJ,9,3,0.93,5.41,16,3,19,1,3,17,20,4,preferentially human,3.21,1.55,19,2,3.79,1.87,19,1,3.68,1,19,2,4.65,1.53,20,0,3.06,0.87,18,1,3,2.15,17,2
talentueux,talented,talentiert,ADJ,10,3,3.35,0.81,20,0,20,0,1,19,20,0,uniquely human,3.65,1.81,20,0,5.35,1.79,20,0,3.9,1.48,20,0,5.79,0.63,19,0,6.37,0.68,19,0,2.85,1.46,20,1
tatillon,finicky,pedantisch,ADJ,8,3,0.22,1.01,10,7,17,4,4,16,20,2,preferentially human,2.68,1.25,19,2,3.15,2.01,20,3,3.32,1.34,19,3,4.18,1.01,17,4,3.21,0.85,19,2,2.53,1.3,15,6
téméraire,reckless,waghalsig,ADJ,9,3,2.04,2.5,19,1,20,0,2,18,20,1,uniquely human,2.7,1.34,20,1,4.3,2.03,20,0,4.3,1.38,20,0,4.35,1.27,20,1,4.7,1.08,20,1,2.65,1.35,20,0
tempérant,soft-tempered,gemäßigt,ADJ,9,3,0,0,12,8,20,2,5,14,19,5,preferentially human,3.11,1.52,19,1,3.8,2.19,20,1,3.75,0.97,20,0,4.58,1.07,19,1,4.06,1.14,17,3,2.95,1.88,20,2
tendu,tense,angespannt,PPADJ,5,2,4.5,13.38,19,1,20,0,14,6,20,1,preferentially human,3.9,1.71,20,0,5.5,1.36,20,0,4.35,1.09,20,0,3.5,1.47,20,0,2.68,0.58,19,0,4.35,1.73,20,1
têtu,stubborn,starrköpfig,ADJ,4,2,6.17,5.14,20,0,20,0,2,18,20,0,uniquely human,3.25,1.74,20,0,5.95,1.19,20,0,4.84,1.17,19,0,5.25,1.33,20,0,2.7,0.98,20,0,3.15,1.53,20,0
tiède,lukewarm,lauwarm,ADJ,5,1,3.35,36.69,3,17,20,0,20,0,20,0,preferentially non-human,5.05,1.57,20,0,5.55,1.36,20,0,3.11,1.05,19,0,3.2,1.61,20,0,4.2,0.77,20,0,3.35,2.08,20,0
timbré,stamped/nuts,frankiert/bekloppt,ADJ,6,2,0.83,0.88,14,6,20,0,12,8,20,3,both,2.85,1.66,20,1,4.75,2.12,20,0,5.45,1.43,20,1,4.6,1.43,20,0,2.55,0.94,20,0,4.35,2.01,20,0
timide,shy,schüchtern,ADJ,6,2,14.18,19.53,20,0,20,0,3,17,20,1,preferentially human,3.35,1.95,20,0,6,1.3,20,0,4.1,1.37,20,0,4.9,1.29,20,0,2.79,0.54,19,0,3.75,1.59,20,0
tolérant,tolerant,tolerant,ADJ,8,3,1.3,0.74,20,0,20,0,1,19,20,0,uniquely human,2.75,1.25,20,2,5.8,1.2,20,0,3.65,1.23,20,0,5.2,1.11,20,0,5.89,0.57,19,1,3.1,1.62,20,0
tondu,shorn,kahlgeschoren,PPADJ,5,2,0.51,1.89,11,9,20,1,15,5,20,1,preferentially non-human,4.5,1.88,20,0,4.35,1.87,20,1,3.9,1.48,20,1,4.05,1.73,20,1,3.89,0.57,19,0,5.83,1.04,18,0
torride,torrid,heiss,ADJ,7,2,1.7,3.18,12,8,20,1,12,8,20,1,both,4.55,1.7,20,0,5.1,1.8,20,0,6.1,0.85,20,0,3.75,1.21,20,2,4.8,1.58,20,0,4.1,1.8,20,0
toxique,toxic,giftig,ADJ,7,2,3,0.34,3,17,20,0,20,0,20,0,preferentially non-human,4.6,1.35,20,0,4.65,1.95,20,0,5.25,0.91,20,0,6.05,1.03,19,1,1.26,0.56,19,0,2.9,1.65,20,1
traditionaliste,traditional,tranditionsbewusst,ADJ,15,5,0.07,0.41,18,2,20,1,11,9,20,1,preferentially human,2.8,1.32,20,0,4.1,2.07,20,0,4.2,1.44,20,1,5.7,0.73,20,0,3.95,1.1,20,0,2.33,1.19,18,2
tranquille,tranquil,friedlich,ADJ,10,2,103.28,77.5,20,0,20,0,10,10,20,1,preferentially human,3.8,1.64,20,1,6.11,1.24,19,0,3.05,1,20,0,3.74,1.24,19,0,5.55,0.89,20,0,4,1.38,20,0
translucide,translucent,lichtdurchscheinend,ADJ,11,3,0.81,4.26,2,17,19,2,20,0,20,0,uniquely non-human,3.85,1.53,20,0,4.16,1.83,19,1,3.4,1.27,20,1,4.7,1.56,20,1,4,0.47,19,4,5,2.26,19,0
transparent,transparent,durchsichtig,ADJ,11,3,2.66,11.89,8,12,20,1,19,1,20,0,preferentially non-human,4.75,1.94,20,1,5.05,2.06,20,1,3.4,1.76,20,0,5.3,1.42,20,1,3.84,0.76,19,1,5.89,1.49,19,1
transposable,transposable,umstellbar,ADJ,12,3,0,0.07,1,19,20,0,20,0,20,0,uniquely non-human,2.7,1.56,20,0,3.65,2.01,20,2,3.05,1.43,20,4,4.75,1.68,20,1,4.55,0.76,20,1,3.75,1.97,20,2
trapu,stocky,stämmig,ADJ,5,2,0.39,4.86,20,0,20,0,10,10,20,1,preferentially human,3.75,1.89,20,0,4.3,1.95,20,0,4.15,1.27,20,0,5.4,0.94,20,0,3.05,0.62,19,0,5.61,1.42,18,0
travailleur,hardworking,arbeitsam,ADJ,11,3,2.29,1.76,20,0,20,0,1,19,20,0,uniquely human,3.25,1.52,20,1,5.95,1.18,19,0,3.65,1.27,20,0,5.37,0.9,19,0,5.45,0.89,20,1,3.75,1.8,20,1
traversable,traversable,überquerbar,ADJ,11,3,0.01,0.07,0,20,20,0,19,1,20,0,uniquely non-human,3.15,1.93,20,2,4.3,2.03,20,1,2.84,1.21,19,1,4.35,1.35,20,3,4.47,0.7,19,1,4.85,2.08,20,0
triangulaire,triangular,dreieckig,ADJ,12,4,0.16,4.73,0,20,20,0,19,0,19,1,uniquely non-human,4.05,2.04,20,1,4.7,2.03,20,1,3.45,1.47,20,4,5.95,1.03,19,1,3.72,0.57,18,3,6.42,1.02,19,0
tricoté,knitted,gestrickt,PPADJ,7,3,missing,entry,0,20,20,0,20,0,20,0,uniquely non-human,4.45,1.7,20,0,4.55,1.85,20,0,3.05,1.79,20,2,5.26,1.33,19,1,4.22,0.65,18,3,5.89,1.45,19,0
triomphant,triumphant,triumphierend,ADJ,10,3,0.14,5.47,19,1,20,0,8,12,20,0,preferentially human,3.55,1.61,20,1,4.65,1.87,20,0,5.35,1.04,20,0,4,1.34,20,1,5.95,0.71,19,0,3.95,1.28,20,1
triste,sad,traurig,ADJ,6,1,93.03,86.89,20,0,20,0,6,14,20,0,preferentially human,3.75,1.92,20,0,6.15,1.27,20,0,4,1.08,20,0,3,1.38,20,0,1.6,0.82,20,0,4.45,1.43,20,1
trouble,murky,trübe,ADJ,7,1,3.03,11.22,6,14,20,0,18,2,20,0,preferentially non-human,3.65,1.66,20,0,5.35,1.6,20,0,3.9,0.72,20,0,3.5,1.28,20,0,2.6,0.6,20,0,4.1,1.97,20,0
troublé,disturbed,durcheinander,PPADJ,7,2,1.51,4.73,20,0,20,0,9,11,20,3,preferentially human,3.65,1.6,20,2,5.5,1.4,20,0,4.25,0.72,20,0,2.85,1.31,20,0,2.85,0.81,20,0,3.8,1.4,20,0
troué,holey,durchlöchert,PPADJ,5,2,0.26,2.23,1,19,20,0,20,0,20,0,uniquely non-human,4.5,1.57,20,1,5.2,2.04,20,0,3.55,1.23,20,1,4.85,1.5,20,1,2.55,0.83,20,1,6.21,1.23,19,0
trouillard,chicken-hearted,ängstlich,ADJ,10,2,1.34,0.47,20,0,20,0,0,20,20,0,uniquely human,3.45,1.7,20,0,4.4,1.98,20,0,5.05,1.05,20,0,4.65,1.5,20,0,2.15,0.81,20,1,3.8,1.7,20,0
tubulaire,tubular,schlauchartig,ADJ,9,3,0.06,0.07,1,18,19,3,17,3,20,6,preferentially non-human,2.83,1.15,18,4,2.84,1.8,19,5,3.5,1.58,18,6,4.67,1.59,15,5,3.64,0.63,14,1,3.07,2.23,14,3
tyrannique,tyrannic,tyrannisch,ADJ,10,3,0.59,2.03,20,0,20,0,3,17,20,1,preferentially human,3.4,1.39,20,0,4.6,1.85,20,0,6.53,0.61,19,0,4.84,1.54,19,0,1.37,0.6,19,1,3.26,2.13,19,1
ulcéré,aggrieved,gekränkt,PPADJ,6,3,0.01,0.81,13,7,20,1,6,14,20,2,preferentially human,2.63,1.46,19,1,3.35,2.13,20,1,5.26,1.15,19,0,4.35,1.69,20,1,1.89,0.83,18,1,2.53,1.54,19,2
vaillant,valiant,beherzt,ADJ,8,2,3.75,3.31,19,1,20,0,4,16,20,1,preferentially human,2.75,1.33,20,1,4.85,1.63,20,0,4.55,1.28,20,0,5,0.92,20,0,5.85,0.99,20,0,3.37,1.64,19,1
vaniteux,vain,eingebildet,ADJ,8,3,1.6,1.76,19,1,20,0,0,20,20,3,uniquely human,3.1,1.62,20,2,3.95,1.96,20,1,5.11,0.94,19,0,4.95,0.91,19,1,2.42,0.9,19,1,3.35,1.63,20,0
vanné,worn out,hundemüde,PPADJ,5,2,0.08,0.54,13,6,19,1,9,10,19,2,preferentially human,3.21,1.72,19,0,3.63,1.83,19,1,4.32,1.16,19,3,3.21,0.85,19,3,2.84,1.01,19,0,3.35,1.62,17,1
vantard,boastful,prahlerisch,ADJ,7,2,0.29,0.27,20,0,20,0,2,18,20,0,uniquely human,2.8,1.94,20,0,4.85,1.57,20,0,4.68,0.67,19,0,5.58,0.77,19,0,2.05,0.4,19,1,3.8,1.77,20,0
vaporeux,hazy,diesig,ADJ,8,3,0.04,2.3,3,17,20,1,19,1,20,0,preferentially non-human,4.5,1.47,20,0,3.74,2.1,19,0,3.65,1.39,20,1,4.26,1.91,19,1,3.58,1.07,19,0,4.63,1.38,19,1
vaste,wide,weit ausgedehnt,ADJ,5,1,8.44,55.61,4,16,20,0,17,3,20,0,preferentially non-human,3.55,1.39,20,2,5.35,1.35,20,0,3.9,1.45,20,0,5.35,1.39,20,1,4.3,0.98,20,2,5.9,0.97,20,0
velu,hairy,stark behaart,ADJ,4,2,0.47,2.43,18,2,20,0,14,6,20,3,preferentially human,4.85,1.69,20,0,3.9,2.05,20,1,4.2,1.24,20,1,4.85,1.66,20,0,3.11,0.88,19,1,5.5,1.82,20,0
vénérable,venerable,ehrwürdig,ADJ,9,3,2.2,4.8,19,1,20,0,11,9,20,1,preferentially human,2.7,1.45,20,0,4.05,2.01,19,0,4.6,1.67,20,0,5,1.3,20,0,4.9,1.21,20,0,2.89,1.66,19,1
venteux,windy,windig,ADJ,7,2,0.11,0.47,1,19,20,0,15,5,20,2,preferentially non-human,4.35,1.84,20,0,4.15,1.66,20,0,3.85,1.27,20,1,3.2,1.24,20,1,2.65,0.75,20,1,4.35,1.66,20,2
ventru,potbellied,dickbäuchig,ADJ,6,2,0.08,1.82,11,6,17,4,8,12,20,5,preferentially human,3.68,1.7,19,1,2.6,2.04,20,1,4.11,1.52,19,2,4.33,1.28,18,1,3.11,0.88,19,1,5.06,1.43,17,4
verglacé,icy,vereist,ADJ,8,3,0,0.2,0,20,20,0,18,2,20,0,uniquely non-human,4.85,1.57,20,0,4.4,2.19,20,0,4.4,1.54,20,0,3.05,1.23,20,0,2.8,0.77,20,0,5.05,1.68,19,1
versatile,versatile,vielseitig,ADJ,9,3,0.33,0.2,12,7,19,3,16,4,20,4,preferentially non-human,2.79,0.98,19,3,3.63,2.17,19,1,4.4,1.1,20,3,3.44,1.71,16,3,3.35,0.7,17,5,2.82,1.78,17,3
versé,versed,versiert,ADJ,5,2,0.96,1.15,1,18,19,2,15,5,20,1,preferentially non-human,3.11,1.24,19,3,4.5,2.21,20,1,3.25,1.21,20,3,4.17,1.69,18,5,3.89,0.94,19,2,4.37,2.03,19,3
vertueux,virtuous,tugendhaft,ADJ,8,2,2.85,1.69,17,3,20,1,6,14,20,0,preferentially human,3.35,1.81,20,1,4.53,1.71,19,0,4.75,1.07,20,1,5.21,0.85,19,0,5.45,1.23,20,0,3,1.75,20,1
vêtu,dressed,angezogen,ADJ,4,2,0.99,3.72,20,0,20,0,14,6,20,2,preferentially human,3.6,1.79,20,0,5.35,1.93,20,0,3.05,1.64,20,1,3.85,1.14,20,0,4.1,0.91,20,1,5.89,1.37,19,0
vexé,upset,gekränkt,PPADJ,4,2,0.25,4.32,20,0,20,0,0,20,20,0,uniquely human,3.15,1.73,20,0,5.4,1.76,20,0,4.74,0.73,19,0,2.42,1.02,19,0,2.3,0.8,20,0,4.1,1.37,20,0
vicieux,vicious,lasterhaft,ADJ,7,2,4.19,4.8,20,0,20,1,12,8,20,3,preferentially human,3.1,1.68,20,0,4.85,1.73,20,0,5.3,1.03,20,0,5.32,1,19,0,1.68,0.58,19,0,3.26,1.76,19,1
vide,empty,leer,ADJ,4,1,48.53,102.84,8,12,20,2,20,0,20,1,preferentially non-human,3.75,2.1,20,0,5.45,1.85,20,0,3.7,1.95,20,1,3.45,1.57,20,0,2.8,0.95,20,0,5.5,1.82,20,0
vieux,old,alt,ADJ,5,1,180.08,273.31,20,0,20,0,18,2,20,1,both,4.55,1.54,20,0,6.32,0.95,19,0,4.05,1.7,20,0,6.21,0.85,19,0,3.3,0.92,20,0,6.37,0.68,19,1
vigilant,vigilant,wachsam,ADJ,8,3,1.73,1.82,20,0,20,0,2,18,20,1,uniquely human,3.35,2.03,20,1,5.25,1.74,20,0,3.63,0.76,19,0,4.45,1.47,20,0,5.4,0.82,20,0,3.1,1.45,20,0
vigoureux,strong,kräftig,ADJ,9,3,2.05,6.35,20,0,20,0,6,14,20,0,preferentially human,3.7,1.42,20,0,4.55,1.85,20,0,4.7,1.17,20,0,4.95,0.83,20,1,5.33,0.59,18,2,3.8,1.82,20,0
vindicatif,vindictive,rachsüchtig,ADJ,10,4,0.79,1.28,12,4,16,6,7,13,20,5,preferentially human,2.94,1.2,17,2,3.41,2.12,17,3,4.71,1.16,17,6,3.81,0.98,16,3,3.47,1.51,15,2,2.73,1.49,15,3
violent,violent,gewalttätig,ADJ,7,2,12.84,19.39,20,0,20,0,9,11,20,2,preferentially human,4.05,1.9,20,0,5.5,1.61,20,0,5.37,0.9,19,0,4.2,1.64,20,0,1.37,0.5,19,0,4.25,2,20,0
visqueux,viscous,zähflüssig,ADJ,8,2,0.94,4.12,1,19,20,0,19,1,20,0,uniquely non-human,4.9,1.8,20,0,4.05,1.99,20,0,4.1,1.25,20,1,5.3,1.26,20,1,2.5,0.89,20,1,5.2,1.61,20,1
vitré,glazed,verglast,ADJ/PPADJ,5,2,0.06,1.62,1,19,20,0,19,0,19,0,uniquely non-human,3.55,1.73,20,0,4.1,2.05,20,0,3.35,1.5,20,3,5.05,1.61,20,2,3.95,0.52,19,3,5.84,1.26,19,0
